"SNP","b_disc","se_disc","p_disc","b_val","se_val","b_out","se_out","true_b"
"rs5177582",-0.00666202983222214,0.0143872840665281,0.643328630512275,0.00768896533497373,0.0149239068264142,0.0399563380063555,0.0177418924681842,-0.00223930043739778
"rs1294835",-0.00663263963160683,0.0114339570133016,0.561858909984097,0.0041580478246245,0.0141683456972241,-0.000122437079113543,0.012416452569887,0.00345128092289942
"rs4212887",0.00384444085836735,0.0110699868388474,0.728377186120842,0.00340442280211596,0.0134184278035536,-0.0162663468509193,0.0105235651936382,0.00489991051086024
"rs4993809",-0.0286343409804587,0.0126536584459245,0.0236400160601769,-0.02002748786273,0.0142470149695873,0.00901724233822294,0.0102939470428973,-0.0124886603461186
"rs7209924",0.0316442048114754,0.0133634475562721,0.0178861239649859,0.0453458211844021,0.0115855955947191,0.00938069293430429,0.0148853462394327,0.0266250945753384
"rs3054010",-0.0171424247660446,0.0130652633216232,0.189499493934417,-0.00933296435600321,0.0120337960971519,-0.00481768944059866,0.0119074684381485,-0.0110118063895699
"rs8271922",-0.0172822747372145,0.0147387851048261,0.240967809710865,-0.0274110141032824,0.0137691463856027,-0.0251250428204107,0.016536640740931,-0.0290575795384683
"rs6675083",0.0123782056458003,0.0120420496370643,0.303989727302241,0.0192347745088848,0.0122363216113299,0.016051914391296,0.0170741145741194,0.00724482199063207
"rs8082153",0.00487265201722248,0.013842809766531,0.724839184590522,0.01744683371363,0.0144572007050738,0.011857601279498,0.0169806157723069,0.0119619980512107
"rs6090161",0.0129378801593432,0.0116725921202451,0.267689879580786,0.00491378918489159,0.0137245227191597,0.00533024366264398,0.0102424955237657,0.0169942872779089
"rs7638944",-0.00833087705549865,0.0142794894669205,0.559613552027882,-0.0230813429977152,0.0148815460950136,0.0138874747599635,0.0105856304243207,-0.0170326943587492
"rs8395374",0.00582762321720402,0.0140004280982539,0.677229949004136,-0.0134029372051898,0.0114958897000179,-0.0125748921130583,0.0111904835030437,-0.00446919208630013
"rs6378474",-0.0181150880964306,0.0121599837206304,0.136295339465381,-0.0477596050584842,0.0141655597863719,-0.00107919365540346,0.012124332902953,-0.0239118564337034
"rs2034039",0.0190530110339802,0.0117192521439865,0.103994915806984,0.0129954028772572,0.0132369780363515,-0.00127511294554843,0.0142848533429205,0.0152057473577805
"rs4920742",-0.0177336492252749,0.0134691677372903,0.187969178669761,0.0149823107046816,0.0146877608066425,0.00620265220862527,0.0102134006768465,0.00625854118389566
"rs3325662",0.0180535138548546,0.0134492079494521,0.179483271964006,0.0101611206612519,0.0121325774267316,0.00997057579093593,0.0169459284096956,0.0164477265557599
"rs4452297",-0.00956368734012588,0.0144628754388541,0.508447081716882,0.0169840604703674,0.0136789231495932,9.12217031483415e-05,0.0132442313414067,0.0109489419608523
"rs6517811",-0.00990492385750569,0.0135588658023626,0.465076844288259,-0.0020515542966365,0.0117579397996888,-0.0197415054115099,0.0120848074872047,-0.0109358637804808
"rs4958521",0.0419177561186682,0.0113675972400233,0.000226488342434915,0.0481417664666833,0.0114028504230082,0.00800295157894618,0.0124675357025117,0.04942984225894
"rs4503141",-0.0358779901914331,0.0144695086106658,0.0131545222922048,-0.0399843332652024,0.011868230949156,0.0096569433316669,0.0100047762542963,-0.0343513695495128
"rs6757570",-0.0863056420567643,0.014367017313838,1.88746875227615e-09,-0.0776209654540055,0.0117780650602654,-0.0432232502862898,0.0167063542436808,-0.0693513276779871
"rs5299332",0.0153064798480045,0.0129819632265717,0.238375318975751,0.014299368885124,0.0112424534922466,-0.00705864282388861,0.0179641063213348,0.017440184762613
"rs5569146",0.00143298855684532,0.0113174906922504,0.899243412648086,0.00751479371290377,0.0148816755479202,0.0053224459029406,0.0152886657118797,-0.0157632682639199
"rs1146665",-0.018213562867508,0.0110866020126268,0.100415115533573,-0.0373540167020501,0.0120142894731835,-0.0179647210917268,0.0111564184762537,-0.0384484416965641
"rs7374117",-0.0578615634674429,0.0122358673140407,2.25796725193104e-06,-0.0338987415590605,0.0140372431930155,-0.0175203233649788,0.0130685649793595,-0.0274108964685302
"rs3699345",-0.0430754176184292,0.0139267242951319,0.00198141288742917,-0.0257015082444311,0.0125774713642895,-0.0206412421594055,0.0174260801933706,-0.0200361277419493
"rs7344537",-0.0430188953108437,0.0149825556911528,0.00408831984340753,-0.0208530621587171,0.0120086239967495,-0.016805059674878,0.0173074883315712,-0.0217308519286203
"rs2476479",-0.0162998894477092,0.0128203465491533,0.203583585693421,0.00192611056685162,0.0141864716270939,0.00404947598395339,0.0112360750995576,6.26748311338244e-05
"rs8640266",0.00637143105726576,0.0137808294882998,0.64383739675586,-0.00618550672767457,0.0119607316162437,0.0237214018394184,0.0135410654637963,-0.0222803025478752
"rs8433776",0.0250108122268641,0.0147786270314828,0.0905766452241239,0.00509209821556276,0.0115988020841032,0.0095936836862568,0.0146105571612716,0.0100025841401645
"rs7958994",-0.0407057867297115,0.0128552343640476,0.0015429825783266,-0.0278524007338403,0.0117143947444856,-0.0198352613228108,0.0172469384148717,-0.0392966882884781
"rs2553946",0.0091249927044008,0.0138269708249718,0.509291332251602,-0.0137546339101545,0.0147519536390901,-0.00730270530518752,0.0119129607640207,-0.00444644022775047
"rs7598400",0.0524695649758316,0.0143446084624156,0.000254399374166749,0.0229400648328347,0.0132360614538193,-0.014343140425415,0.0159799168277532,0.020031424696556
"rs8706572",0.000982165096441369,0.0111950967926532,0.930089907956815,-0.0109606359974448,0.0139164033550769,-0.0108505441449407,0.0137928715180606,-0.00615011826616355
"rs8257129",0.045895854015924,0.0126147580277175,0.000274479114444894,0.0361774719804376,0.0126051478665322,-0.00753317375303607,0.0159664837904274,0.0234978901585392
"rs7712360",0.017211673944488,0.013162645204924,0.191003884447976,0.0489518520897127,0.0119056997764856,0.0238324733040673,0.0134312243815511,0.0323158296859343
"rs4485243",-0.0360580107693758,0.0139318650066853,0.00964878371904219,-0.0030686375419816,0.0116926218708977,0.00744950121284256,0.016541781257838,-0.0210210340945221
"rs8278504",-0.0083705369206241,0.0115835403949022,0.46991131039287,-0.0104986001353356,0.0149629721650854,-0.02126881943752,0.0105720081180334,-0.0207411772496763
"rs4675520",-0.0115579196987869,0.0124607974160463,0.353644914917312,-0.0300230871834191,0.0145506565347314,0.00662899610717231,0.0121394527889788,-0.0226698755614896
"rs2887777",0.0191577287684903,0.0110799481123686,0.0838010434039245,0.0081110778994072,0.0113176502501592,0.018815846222731,0.0135763708278537,0.00951710458560533
"rs6928368",0.0203927921943219,0.0110370230209082,0.0646498882955457,0.018957699727385,0.0130296260332689,-0.000205007654989167,0.0106322990134358,0.0150314206868745
"rs3053935",0.0150824706220135,0.0141840041866526,0.287626142155233,-0.00863335056975191,0.0145627548797056,0.0221042726726601,0.0138646024633199,0.0217644655336476
"rs6423312",0.0364257916169747,0.0137266997518018,0.00796274914188507,0.0434222186234287,0.0141028965301812,0.00908060042316557,0.0163288008123636,0.0233905058164947
"rs6329889",0.0398810593908291,0.0111043846569955,0.000328818597304209,0.00718569591356382,0.0113916939487681,0.013433165952758,0.0163937956765294,0.0193631814757781
"rs7876206",0.0320717532261074,0.0122180296974257,0.00866609387743809,0.0112168729929869,0.0124077977417037,-0.000922952046512995,0.0107730365693569,0.0169164184232574
"rs2822171",-0.0174861400952429,0.0147933619925752,0.237195341815204,0.0215241963142112,0.0139550385037437,0.0174042176813509,0.0117783343363553,0.00294074448132179
"rs8873256",-0.010227489163225,0.0121324740424752,0.399237038897389,-0.0105455829365821,0.0132777601219714,-0.00178192288291075,0.0114648050740361,-0.015986494055527
"rs5530761",-0.0129173730499458,0.0124348119357601,0.298894379197146,-0.00684688599471987,0.0131770710907876,-0.00675325450057136,0.0177692949231714,-0.0130708976896143
"rs5440315",0.0084695730629985,0.0130060594445094,0.514916042873352,-0.00345687639009254,0.0143972818795592,0.00731182407124179,0.013307399539277,0.00733674610104729
"rs1619103",0.0281040701802088,0.0120612255949527,0.0197999533537174,0.0109081986670556,0.0121093573039398,0.00278089048149565,0.0159392626117915,0.0303036541065323
"rs6127350",0.0121767494434257,0.0146411651447415,0.405590162687459,0.0196261331028111,0.0140015682196245,0.000583208234959057,0.0157105839177966,0.030707636824163
"rs4439380",-0.0307875901851202,0.011722303070128,0.00862904587534126,-0.0287824902244288,0.0117298539206386,0.00300129020491676,0.0112960040085018,-0.0346710006148695
"rs5943002",0.00318867963192183,0.0134647173173726,0.812798435804252,-0.00475113868623464,0.0143068784885108,-0.00543345702634168,0.0158305820059031,-0.0150119642741124
"rs3581972",0.0438602415208447,0.0111916410205886,8.89105111344899e-05,0.0261252563214953,0.0133979581044987,-0.000861296081857916,0.0111030640937388,0.0255443852939974
"rs1718345",0.0882372399880616,0.0142001855419949,5.171540155912e-10,0.0770331146614526,0.0111355108069256,0.00664771767285545,0.010265418279916,0.0814221132907703
"rs5593001",-0.0390924316387175,0.0136463669743389,0.00417434981668501,-0.0240971662617348,0.0130188563726842,-0.0275200238368826,0.0166621585413814,-0.0290443945046481
"rs6095008",0.00266853981785078,0.0139413860738277,0.848203312236834,0.00252994455778801,0.0132813042933121,0.0253593403533007,0.0147715309225023,0.0107965995965537
"rs2405516",0.0243612049074341,0.0111740307854488,0.0292454048761982,0.0382784690014666,0.0138546764981002,-0.00469355406210017,0.0143566336911172,0.0311933646969669
"rs7251870",0.0427622843460673,0.0131618490889668,0.0011582890509274,0.0208382861462653,0.0126957854051143,0.00130308361100111,0.0103060022369027,0.0348210821242392
"rs5436155",0.00640741631082929,0.0135023284787312,0.635113753365047,0.0354345566426295,0.0138839420313016,0.00235857006943403,0.0106055143065751,0.00959077036207428
"rs8092094",0.0268250204874277,0.013995712948963,0.0552811645447735,-0.0463656239612643,0.0120311277480796,-0.0136929018959894,0.0179023591019213,-0.0138215542726926
"rs7986338",0.00697000033139249,0.0115981429591775,0.547867757710022,0.0308876087830756,0.0146733711445704,-0.0191770541305251,0.0102600553482771,0.0100816809435933
"rs3905186",0.00156705898189794,0.0127799807498232,0.902409395441343,-0.00828758114101129,0.0121500091087073,0.00505718958220376,0.0113827054724097,-0.000325564769879407
"rs3162266",0.0864137676625847,0.0137971670534462,3.77270219525463e-10,0.107744534002496,0.0147551158294082,0.0219254249768235,0.0163079388383776,0.0892669525865776
"rs7969853",0.00635262856052721,0.0114231017548591,0.578128032968356,-0.00793774965733059,0.0148124318448827,-0.00228609813703693,0.0176335015632212,0.0136926584056756
"rs2336147",0.00489819140102889,0.0140876258565113,0.728069554442961,-0.0108700113523398,0.0115740077039227,-0.00875430791485807,0.0141365459542722,-0.00704208334037778
"rs7816543",0.0110329055776352,0.0135437717298046,0.415295005824239,0.0210593394089182,0.0136663863761351,-0.00767212576473986,0.0129390056505799,0.0181782220286133
"rs2562160",-0.0112538214921564,0.0133692123340443,0.399915885492279,-0.0261978748278153,0.0147720347195864,0.031297593035694,0.0168794623613358,-0.0112855166473275
"rs6319790",-0.0325358938262471,0.0110454753637314,0.00322296714603018,-0.0362515133864682,0.0127700429409742,-0.00912224540417459,0.0158608476687223,-0.0294223926510336
"rs2997717",-0.00892509363999979,0.0110799866458401,0.420522647821209,0.0287710372860088,0.0128402450215071,0.00297222465366576,0.0110135277993977,0.0224143677365487
"rs4516958",0.0108468700485967,0.0116480609681457,0.351741429830082,0.0111107627773924,0.0143045649128035,0.0017426107815973,0.0116885438319296,0.00326479403799726
"rs1098967",0.0646939391348403,0.0112732741339132,9.54060061658361e-09,0.0460720394405973,0.0137190296370536,0.0055277652266371,0.016952334035188,0.0629154767517408
"rs7408241",0.00546701394033789,0.0129050418566912,0.67183278706894,0.00422934929232894,0.0121708238180727,0.0368204459614912,0.0143712724782526,0.0164806544398844
"rs2229800",0.0392281254329974,0.0149328786116093,0.00861506021069463,0.0216663383853584,0.0134829309368506,0.00269187162748547,0.0119576907940209,0.0188731173136724
"rs7011309",-0.00234621430471435,0.0127445656554773,0.853938714021084,0.0324881159693161,0.0132208631997928,-0.0151746829987485,0.0158274289015681,0.0137488488648274
"rs4292020",-0.0413932135553124,0.0147921867109835,0.00513698197214466,-0.00526160044145182,0.0131602668873966,0.00133812165695953,0.0114802418258041,-0.015093496288863
"rs2947004",-0.015150121845509,0.0123484427584335,0.219865736394015,-0.0290096738570958,0.0147041290169582,0.0181682719226632,0.0174938921090215,-0.00666773392864996
"rs5458727",0.00371687241917236,0.0129692930607125,0.774426111578317,0.0102466817677079,0.0122629411807284,-0.00825028018495678,0.0109057504087687,0.0190768668900056
"rs7564685",0.0303272334535125,0.0143542734375224,0.0346207260643914,-0.00394674611598025,0.0124788300935179,0.0231038782520038,0.0121224377118051,0.018991989537109
"rs1694840",0.0117231408796195,0.0143041884489357,0.412466976663821,0.0202074335360839,0.0123839697241783,0.0055512590914926,0.0144530274514109,0.0104934989001657
"rs4504234",-0.0220396716656839,0.0115695863803849,0.0567844574300224,-0.0280787877635353,0.0118483995813876,-0.00456805874588395,0.0104710197858512,-0.0177582138397117
"rs7154248",0.0304302042778275,0.0114618101390079,0.00793269050331492,0.0301629448437276,0.0147472070259973,0.0141167013516374,0.0110314896535128,0.0303231926113917
"rs3310477",-0.0350818339673738,0.011017916476354,0.00145219131884588,-0.0171917245729766,0.0121669817948714,-0.0189548988381194,0.0108814240656793,-0.0246031388222873
"rs5897869",-0.0052601768912714,0.0139649644726887,0.70641919409321,-0.00979138324817918,0.0149830911699682,0.0239212219235528,0.0169269896503538,-0.00779785827500005
"rs2275327",0.0445405073259862,0.0141297501465306,0.00162017397497897,0.0320077875997567,0.0115867043798789,-0.00224477852391305,0.0144009683541954,0.0418510528868723
"rs7607316",0.00858390990012444,0.0118525780094787,0.46892882506947,0.0110928690155108,0.0144058374129236,-0.0101707123958918,0.0130913212765008,0.00943419926071965
"rs6453425",0.0174359240759103,0.0130719528924674,0.182255535636467,-0.000365307693736265,0.0133989419098943,-0.00519482785077756,0.0148184799607843,0.0174732014953546
"rs7002151",-0.00625470359512816,0.0117668305560946,0.595035064244862,0.0408477299035224,0.0143452547304332,0.00150088457396761,0.0155636850856245,0.00678552114874706
"rs4620989",-0.00593089494476366,0.0128272153493017,0.643817385032216,-0.05165545401996,0.0135139677617699,-0.0151190254274058,0.013132384493947,-0.0179268011377588
"rs8965228",-0.030228598644381,0.0131063327109441,0.0210876408283894,0.0174888111284652,0.012816539994441,-0.0384572013709294,0.0147436716537923,-0.0107546924348648
"rs5265794",0.0305889741004337,0.0123912628721446,0.0135645726602199,0.0110972997580999,0.0142156419781968,0.00250927466553432,0.0141587684173137,0.00297452561544274
"rs2090599",-0.0300297900817202,0.0139660779582337,0.0315397986716613,-0.0594173820931888,0.0114858202710748,0.00234400309815848,0.0119376394208521,-0.0527125892143962
"rs1569309",-0.00944982074021771,0.0111832068897784,0.398110293935763,-0.0111789012701619,0.0148568343706429,-0.0050236301610073,0.0130241217166185,-0.0152624560784139
"rs7753745",-0.111869323533804,0.0121385625079274,3.08311684999003e-20,-0.0960925021238036,0.0131470963060856,-0.0100054154499728,0.0108148713111877,-0.0954576394139607
"rs2836930",-0.000394450949613857,0.0116814796803519,0.973062785557816,0.0276942585711909,0.0146801006421447,0.00885573293342481,0.0126937485542148,-0.00537220778337394
"rs3391218",-0.0252299821241965,0.0121002450464293,0.0370620155027017,0.0239632082830037,0.0131650575697422,-0.0133258095679065,0.0130101228188723,-0.00510500478501668
"rs7062474",0.0119325309206124,0.0137762714074925,0.386399413448366,0.0244102672919323,0.0114220208842307,0.0328559486666368,0.0179012372195721,0.0156513475196778
"rs4482329",0.00158186401950135,0.0143909828551114,0.91247242503915,-0.0135592376142797,0.0132334685008973,-0.0102325258274512,0.0107411612719297,-0.00979839512458158
"rs1528508",0.0222716092756143,0.0130300243580714,0.0874040803003992,0.0135793086136032,0.0149088068539277,0.00241876354419379,0.0142762246094644,0.0113184582367969
"rs7672038",-0.0251136052058721,0.0148141543418169,0.0900291567353509,-0.0357402736487874,0.0129793552746996,0.0155937762108425,0.0106878448296338,-0.025602020243017
"rs8164834",-0.11213580268801,0.01131185030099,3.65040627061141e-23,-0.122100010534019,0.0132215398130938,-0.0124157249086682,0.0171154572982341,-0.109441729957353
"rs4622950",-0.0266838886187907,0.0130904220752418,0.0415071047366367,-0.0346011790787275,0.0146785285715014,-0.00495075382862184,0.0149590965285897,-0.0301338992833998
"rs5380275",-0.0206075160366336,0.0139005495700985,0.138208235132135,0.0204990098638672,0.0123980023767799,-0.0201684278898843,0.0179646454174072,0.00151917268040782
"rs7614657",-0.00799979255728123,0.011401198242791,0.482889703047926,-0.0107782403686622,0.0147771078627557,-0.0157514349614758,0.0131287255771458,-0.00371026195146721
"rs2792235",0.0515768597973217,0.0141367097720504,0.000263843138250421,0.0300581033477833,0.0148729889821261,-0.00198548603951715,0.0107401792965829,0.0259536895250771
"rs6418770",-0.0229994909744052,0.0127998487865552,0.0723584103890109,0.0178221707188792,0.0143676810050383,-0.00745636279465379,0.016937299894169,-0.000752077860936558
"rs4636931",0.0451970765003666,0.0127858040202409,0.000407864568143905,0.030161238750794,0.0136639430588111,0.0262013126327963,0.0135617240928113,0.024367580599748
"rs6912363",0.042365518354411,0.0139204462030902,0.00233919363846488,0.0413071823117858,0.0119241031883284,-0.00414479728154423,0.0166868952438235,0.035014054966611
"rs2861252",-0.0135132377625008,0.0129738520681858,0.297608843210325,-0.0185351624508251,0.0148330215942115,-0.01735350667145,0.0139914818461984,-0.00883688820674654
"rs4185705",0.0325656338886821,0.0114290031716228,0.00438037938359478,0.0085986421714041,0.0132051080688834,0.00846377361241099,0.0104540797974914,0.00699190334900301
"rs6372068",-0.0157983060393767,0.0146824126970023,0.281926343280075,-0.0279687786798154,0.0129305681809783,0.00045697322585712,0.0170885903444141,-0.0152080786653476
"rs4675543",0.0359390959285531,0.0119608079409227,0.00265809576757096,0.00216172025819669,0.0147196769155562,0.00389171850011957,0.0167543100956827,0.0132838266216796
"rs2205513",-0.0190979935709168,0.013614076112397,0.1606728149489,-0.0332856616588088,0.0119294534763321,0.0164779977546486,0.0129702885709703,-0.0194356859631095
"rs1353881",-0.0104313606636372,0.014537043409422,0.473021848815119,-0.0246623963057763,0.013969840218313,0.0147756352065034,0.0171486381795257,-0.0184765297723853
"rs7445159",-0.00316138345836349,0.0145549755478278,0.828050194780021,0.00891573383611145,0.0110986055284739,0.0183811439313799,0.0149867833461612,0.00519828050841976
"rs3764281",-0.0121995939149093,0.0149021288240328,0.412987427463473,0.000428823731626273,0.0119789108643308,-0.00347012537644746,0.0151953327227384,0.00163460374716915
"rs4997791",-0.0211344660394789,0.0129280915381387,0.102097112396154,-0.00939894763818852,0.0144804011462256,-0.0017241185630063,0.0145759904067963,0.004727217180802
"rs7000531",-0.00583404924730408,0.0113847195971757,0.608339197280028,-0.0109412280183513,0.012524710457772,-0.000717766926516007,0.0107586728539318,0.00124802843024257
"rs1542932",0.00118943377787391,0.0147219800418243,0.935606529450357,-0.0252684771990497,0.0117489907220006,-0.0139642558264034,0.015168715827167,-0.00951558873942284
"rs6406155",-0.0158623057205563,0.0122653525229543,0.195920701459873,0.00246987993259269,0.0116239820634946,-0.0187226142687526,0.0154444028194994,-0.00234363896133779
"rs4499802",0.0142297405835615,0.012879341355525,0.269224581232357,0.0330649794401284,0.0142328839302063,0.00912695650272341,0.0120821289140731,0.0291628573984047
"rs5635610",-0.00612629517703871,0.013224215939641,0.643175580122591,-0.0204625543258882,0.0142439673533663,-0.00316175009510161,0.0172218747660518,-0.000322112219822472
"rs2628421",-0.0214599750556172,0.0142824988523498,0.1329586229507,-0.0459189284661,0.0131908650919795,-0.00352061778513613,0.017959956496954,-0.0237328091810873
"rs4512821",-0.0219006867499454,0.0135434585018083,0.105863708615068,-0.0160553347758864,0.0121743357898667,0.0125033908168419,0.0124992493484169,-0.015202082890463
"rs3834653",-0.00472593211532928,0.0124605214865878,0.704485579443356,-0.0261512226173958,0.0137267672596499,-0.0105629932955509,0.0110159949380904,-0.0198326677048399
"rs8482934",-0.0124206694560386,0.0129204858494923,0.336393317826531,-0.0335536423108897,0.0143744203262031,0.0273158192738485,0.0151486714221537,-0.016201622574135
"rs2890251",-0.0231162680258881,0.0115629581650719,0.0455904408407639,-0.00752006432624088,0.0145894318353385,-0.00916169942513793,0.0130270130392164,-0.0226995105568046
"rs4513253",-0.0604450205890376,0.0119531542425975,4.26291959823699e-07,-0.0482361044931645,0.0146639086138457,0.00656130590971178,0.0174788207281381,-0.0472652802446923
"rs8937060",-0.00139909587065529,0.0143669309066609,0.922422187208247,0.0117998283184513,0.0122549038669094,-0.0155392165426503,0.0152910713143647,0.0120431834854303
"rs4542471",0.0184477079521301,0.0142500626659021,0.195468502191023,0.0206888364024923,0.014309154715389,0.00643386196179074,0.017036793930456,0.011880747166154
"rs2569465",-0.00948185138335941,0.0149566486859694,0.526109790222228,0.000655207714427668,0.012288831663318,-0.0123885725548494,0.0153356695063412,-0.00451080783703997
"rs2623226",0.00236692729357274,0.0139177275476977,0.864958512273678,-0.017086864714423,0.0123752177162096,-0.0118467130025593,0.0134115417152643,-0.0130283517051687
"rs7952167",-0.0350225229569598,0.0124890331421047,0.00504318816555583,-0.0289513679878489,0.0126334514422342,-0.015976769040966,0.0109693938829005,-0.0146192693819294
"rs3274933",0.0115486398934644,0.0130415147263557,0.375871369283394,0.0208424584797724,0.0115584934251383,0.000775058532010064,0.0176640901789069,0.00717721804833144
"rs3877153",-0.00364284912770573,0.0147162563521415,0.804491020931838,-0.0205948643820613,0.0144220326496288,0.010896412688305,0.0135225144494325,0.00407814432982878
"rs5971956",0.0270727371147361,0.0133138839546591,0.0420099628334103,0.0239584348773669,0.0118662233361974,-0.00119190919597205,0.0135622549019754,0.00758958443555779
"rs1811067",0.00548040008079554,0.0126254548775032,0.664233648104835,-0.00655098717753926,0.0122698794389144,-0.00281122488508959,0.0106471054591239,8.70829870337832e-05
"rs7885848",-0.00100356427574184,0.0118475479967892,0.932494731555228,0.0384664598089429,0.0131655921675265,-0.00308735246463137,0.0112232404798269,0.0111417104717373
"rs1221863",-0.010929779582521,0.0142884994335473,0.444309989909178,0.00515557946021882,0.0127213574014604,0.0125812617358491,0.0165641403198242,0.0077604110007467
"rs8231072",0.0130267889222245,0.0129666454512626,0.315071037559353,0.00317918076056399,0.0124596123863012,0.0149312945440437,0.012779138142243,0.01004962266337
"rs7133795",0.00535199771856907,0.0116451386008412,0.645810016175115,0.00951016922115514,0.014148313080892,-0.0237409663022658,0.0114310738481581,0.00892730305209615
"rs8988118",0.0345492161430639,0.0138395685916767,0.0125458044384864,0.0547781002224627,0.0144783451249823,-0.00275064891296543,0.0161185258310288,0.0357094300744309
"rs3146297",-0.0212171243103795,0.0134343604855239,0.114263186775834,-0.0445568914867599,0.0141277404986322,0.00687042394876397,0.011040334360674,-0.0189906230196811
"rs7575624",0.0346441136709688,0.0114414131604135,0.00246212648848483,0.0231386822356286,0.0130237274747342,0.0296628222712543,0.0165274639800191,0.0271498443620401
"rs7127816",-0.0187956895768033,0.0118901384761557,0.113928416811572,-0.00184804818242252,0.0141488686017692,0.00717895918772505,0.0139813773371279,-0.00601575581979133
"rs5512763",0.0445987747950798,0.0131862921863794,0.000719058385285143,0.000464997327218319,0.0110620672460645,-0.00240392900966713,0.0170329104587436,-0.00116965338873194
"rs3475960",0.00479807366544113,0.0113526789909229,0.672559389417435,0.00297591007912453,0.0130782436113805,0.00680582362569094,0.0108362709973007,0.00145946769684125
"rs1444077",-0.0142448731107585,0.0115162341212854,0.216109923479918,-0.0126735438928561,0.0142444290397689,0.00248619832553431,0.0169932497721165,-0.00806786631969914
"rs3036848",-0.0479917485891396,0.0139750959118828,0.000594544954639699,-0.0620575161329317,0.0141086114589125,0.000826073085027252,0.0146740415096283,-0.0459685251047874
"rs1095802",0.002245547613844,0.0145321704670787,0.87719775540751,0.0369518745951968,0.0148828749684617,0.00585743542580025,0.0145079007185996,-0.00563278563214226
"rs3856220",0.0101212086845535,0.0147850500121713,0.493623543130049,-0.0187765960679616,0.0134502331539989,0.0186317072255529,0.0123138836417347,0.000744896736725356
"rs6632979",-0.0526277023492136,0.0120283540841192,1.21263516401276e-05,-0.0192496654397619,0.0122282213838771,0.000520789161968487,0.0147663261555135,-0.0312791051040771
"rs4599258",-0.0146071116038421,0.0118608004730195,0.218119031309622,-0.00345468293559486,0.0120537088513374,-0.00334954225168075,0.0121192032825202,0.00989891387457084
"rs2912340",-0.0118148581997522,0.0118337037656456,0.318081814354544,-0.0378801411429968,0.0135721218362451,0.012090316528047,0.0133875501770526,-0.0107509264666798
"rs4319148",0.0358947288253466,0.0117535261912271,0.00225846675803399,0.0282987358041974,0.0148576578861102,-0.00445447001266696,0.0104428476281464,0.0260593525086579
"rs2211017",0.00672813126456916,0.0117931627947837,0.568331039032035,0.0313467758698717,0.0126029169959947,-0.00360463064696606,0.0145065898410976,0.00476762605675667
"rs3695728",-0.00233585890714503,0.011566977889277,0.8399620497145,-0.00719839372511671,0.0111249214541167,-0.0262681065619812,0.0100530783552676,-0.0141980905400845
"rs7633648",0.00857584000622883,0.0137817934071645,0.533771813536192,-0.0158218248130929,0.0115049345539883,0.00387866486408509,0.017658861566335,0.00301917997208752
