"SNP","bx_MV1","bxse_MV1","bx_MV2","bxse_MV2","bx_MV3","bxse_MV3","by","byse"
"MV_rs00025",0.11189123734478,0.0434603693825193,0.00124239896886227,0.0303840926138218,0.0896009542504671,0.0358580299420282,0.0656986362307499,0.0176338880453259
"MV_rs00026",0.0953919159864295,0.0437396573019214,-0.028657595524058,0.0445087512640748,0.0208436201346563,0.0427922176499851,0.0283659876230986,0.0151499004531652
"MV_rs00027",0.0681601727590807,0.0347058895009104,0.00936375489873996,0.0350847770227119,0.00278800343076556,0.030634313269984,0.0291083486733255,0.0125649631097913
"MV_rs00028",0.0542631399995868,0.0424093301827088,-0.0618010248594207,0.0431524700322188,-0.0490888598011972,0.0363708352670074,0.00394730369036634,0.0169876614194363
"MV_rs00029",-0.0112938652207458,0.0348331187374424,0.0149099167399651,0.0378297362581361,-0.06758597571973,0.0303358581976499,-0.00426007396465921,0.0120639222171158
"MV_rs00030",-0.0881987514093156,0.035157066435786,0.00551186062491128,0.0386688524472993,0.0549201940457302,0.0304810702905525,-0.0254656108333202,0.0174483801890165
"MV_rs00031",-0.153133534007769,0.0361254429083783,0.0309478479561822,0.0336200951097999,-0.118236766106104,0.0314731763780583,-0.0331190078278412,0.0148603937607259
"MV_rs00032",-0.0298803222097964,0.0320943503442686,-0.0237024631351419,0.0313791127328295,0.0647140657147204,0.0441419632884208,0.0164888748577483,0.0166181960757822
"MV_rs00033",-0.107206120175827,0.0428326224361081,-0.0280974092804577,0.0312027508788742,-0.0169433138338673,0.0396413566020783,0.0180639731886135,0.0154246274065226
"MV_rs00034",-0.0600454252290756,0.0332483375107404,-0.0206135117509674,0.044399240675848,0.0329742167479239,0.0322033762698993,-0.00841589913149448,0.0124914059191942
"MV_rs00035",0.0652574035786414,0.0347620478959288,-0.00444908111460625,0.0351751719927415,0.0943807249489895,0.0365926996967755,0.00923495368401461,0.0155260158367455
"MV_rs00036",-0.0176041387457505,0.0381209706282243,0.0168039701140848,0.0422069797874428,0.066240363789448,0.0360783736640587,-0.00741367293642646,0.0184885173831135
"MV_rs00037",0.0576784034364856,0.0364550902554765,0.206577184246622,0.0368405615037773,-0.00858803767798147,0.0334716853941791,-0.0142037781777314,0.0126548243369907
"MV_rs00038",0.0740512845416916,0.0354735464486294,-0.0951691669122269,0.0313882837956771,-0.00153361632462173,0.0403116221423261,0.0434186746229607,0.0143138796053827
"MV_rs00039",-0.106865321782168,0.0418061740533449,-0.00855489544214454,0.0326658409705851,0.0319023398353536,0.0332567323814146,-0.015769886716845,0.0139876410514116
"MV_rs00040",0.0997148541834269,0.0430437942186836,0.0776224306530755,0.0423051772895269,0.0290093886247768,0.0424655967915896,0.0333972552386677,0.0160392833855003
"MV_rs00041",-0.123865680936514,0.0417290268698707,0.0444965586295598,0.0313102800375782,0.0873606538696066,0.0406406623043586,-0.0707220054619733,0.0122755737863481
"MV_rs00042",-0.056304945189353,0.0375889780302532,0.167325463753263,0.0415535250271205,-0.0169111324504348,0.0378480328700971,-0.0040178404103732,0.0128817084524781
"MV_rs00043",0.085972592924623,0.0418082572566345,-0.00083497789512281,0.0317418119951617,-0.0710886543634612,0.0308041078888345,0.0258394883189631,0.0199667378291488
"MV_rs00044",-0.0205903989810377,0.030232752172742,0.0492433129758861,0.0412142215878703,-0.139965294140943,0.0393683379865251,0.00389877754415515,0.0195485523026437
"MV_rs00045",0.0150777281854362,0.0377934135426767,0.114418928339039,0.0344787061703391,0.0930818103526456,0.041592346887337,-0.00195328832028114,0.0176614084504545
"MV_rs00046",-0.0593198839045256,0.0421666088991333,0.100904598957658,0.0407621560979169,-0.0121215050011893,0.0357389568386134,0.00615935044727996,0.0191550906542689
"MV_rs00047",-0.00654770686739257,0.0416572929709218,-0.00238446403021559,0.0348811307642609,0.0882803643677834,0.0401008640450891,0.0436096135878761,0.0159803595542908
"MV_rs00048",0.107689535084693,0.0445607811317313,0.0793182634376506,0.0408663686737418,-0.0322539942872055,0.0304331645183265,-0.00701675810997263,0.0171320263594389
"MV_rs00049",-0.0823121238402373,0.0391883743274957,-0.112064113155967,0.0438318178849295,0.000358317214996698,0.0328819967934396,-0.00507902547590366,0.0122349572647363
"MV_rs00050",0.0276721173403676,0.0346058301895391,-0.0538765117473967,0.0403385879506823,0.0109703177842608,0.0409992482489906,0.057056696878744,0.0148244306650013
"MV_rs00051",-0.106078652797755,0.0339514081925154,-0.00536700987049079,0.0314891576569062,-0.0440126331227315,0.0369159934250638,-0.0317963095546481,0.0151585438717157
"MV_rs00052",-0.05273189111182,0.039645456885919,-0.0513004937247976,0.0425490266375709,-0.0157148152937108,0.0367278806422837,-0.0233283987952193,0.0130580389387906
"MV_rs00053",0.165734888849868,0.0444662170729134,-0.0881162879501923,0.0397268045099918,0.185202831462026,0.0422114736540243,0.11472327616572,0.0183521182481199
"MV_rs00054",0.0500734521960624,0.0360109387349803,-0.0156012598484025,0.0341242427669931,0.10872968202221,0.043645346397534,0.0265980504362973,0.0163134165424854
"MV_rs00055",-0.0182742791803477,0.0304684554529376,-0.020013483169857,0.0350725176581182,0.0364367284735337,0.0436745801672805,-0.00436841570972388,0.0182541802991182
"MV_rs00056",0.0478991624681303,0.031893504577456,0.0265819916722647,0.0387287288624793,-0.0289660646530896,0.0437447230902035,-0.018800428545682,0.0186049323510379
"MV_rs00057",0.00713934345443323,0.0420163807715289,0.0113424008544325,0.0380548975907732,-0.0794166559853811,0.0439762862760108,0.00147935213757626,0.0174009495992213
"MV_rs00058",0.0071979689515113,0.0346342274418566,0.0500444081365323,0.0384486660850234,-0.0320089860412425,0.0380932298360858,0.00161196718170036,0.0155137875881046
"MV_rs00059",-0.0270230967972407,0.0395054925768636,0.0232743153659536,0.0338021719444077,-0.0541563905077537,0.0396705940179527,0.0069945120630052,0.0193659028429538
"MV_rs00060",-0.146529710593758,0.0365752024529502,-0.100433177904566,0.0381380584544968,-0.0598373596140543,0.0309104679396842,-0.0452343589333711,0.0183116650078446
"MV_rs00061",-0.000456445780233787,0.0376362924627028,-0.0331292083422925,0.0418344412569422,0.0622330314771089,0.0362263352412265,0.0238975973700552,0.0122805236782879
"MV_rs00062",-0.0539347458047082,0.0352317580918316,0.142201180977407,0.0327633545687422,0.105457660945134,0.0377568750001956,-0.0802540965552598,0.0198540095370263
"MV_rs00063",-0.044885442465337,0.0340570110466797,0.0680871729872753,0.0306641445471905,-0.0578435937756375,0.0401343490846921,-0.0585937746327377,0.0130810613483191
"MV_rs00064",-0.0343947524123492,0.0392578603012953,0.1322755104693,0.0390704128984362,-0.0584929695254514,0.0354363572888542,-0.0361305780962688,0.0130548503659666
"MV_rs00065",0.0771245934525362,0.0359584310743958,-0.0352702323763828,0.0384173774986993,-0.0222357414871467,0.0359724087361246,0.0216023298792995,0.0159388287402689
"MV_rs00066",-0.0221749420475626,0.0312724063626956,-0.0305910476809212,0.0362672669941094,0.00435082296885959,0.0336738875135779,0.0606262646458477,0.018003102812916
"MV_rs00067",0.0672086268125586,0.0444677261053585,0.0280846757328061,0.037656021527946,0.000230071765247648,0.032369232372148,0.0108921474443205,0.0164747440516949
"MV_rs00068",0.0177506012511253,0.0426086157455575,0.0751493997383276,0.0410325919697061,-0.0715757822217989,0.0379611245950218,-0.0433001698734099,0.0196420083679259
"MV_rs00069",0.0355928792229778,0.0369204523251392,0.225292201698419,0.0428172702435404,0.0529555057278218,0.042010580819333,-0.0627101408879665,0.0143777076639235
"MV_rs00070",0.0541976628905115,0.0326783862069715,-0.137702668567363,0.0382470487535466,-0.0370015852135067,0.0366413165582344,0.0591024639442567,0.0129063079729676
"MV_rs00071",-0.026354008716447,0.0352546331367921,-0.0614088804049862,0.0361679538781755,0.015676306890148,0.0413454812520649,-0.0229901941154779,0.0190760922990739
"MV_rs00072",-0.0875845497905772,0.0363316550140735,0.070133258749478,0.0335294870333746,-0.114681423992352,0.0395715017896146,-0.0813855287464813,0.0189406626094133
"MV_rs00073",0.0408755110303958,0.0328481041104533,-0.126243509588623,0.0403539472469129,0.0145237904389293,0.043445193831576,0.0440947833753945,0.0121643698848784
"MV_rs00074",-0.107110382529035,0.0401901714282576,-0.0592920150483959,0.040914945686236,-0.0417593639414723,0.0357455504313111,-0.0562947742205743,0.0120100515838712
"MV_rs00075",-0.0426539134742554,0.0346514385519549,-0.00523191911671179,0.039829303950537,-0.139546484674039,0.0442829844681546,-0.018897829811589,0.0132417377289385
"MV_rs00076",0.0101747805888823,0.0418758977483958,0.0127537595090121,0.0402996215410531,-0.122884042390845,0.0406599631207064,-0.0204426735204793,0.0176341303307563
"MV_rs00077",-0.0755456605666203,0.0369961794361006,-0.0926431527872578,0.0338826630811673,0.0135388418355053,0.0439420557324775,-0.00596601043339294,0.0195650716591626
"MV_rs00078",-0.0215297089774378,0.0309220511082094,0.105500599901895,0.0345914198749233,0.0199012959232373,0.0356209122017026,0.0194009960482113,0.0171501071862876
"MV_rs00079",0.014909853753809,0.0313091391976923,0.10528792072776,0.0369993379188236,0.0939740732663648,0.0417755437048618,0.000395871524593215,0.018511178644374
"MV_rs00080",-0.0616935525098219,0.0326598971849307,-0.115437967382051,0.0354442345595453,0.0364103434339421,0.0332866405032109,-0.0127684838987177,0.0136245645694435
"MV_rs00081",-0.185301359679751,0.0431012694875244,0.0286208655669763,0.0367027657991275,-0.033021459891182,0.0372819010808598,0.0508748847521091,0.0125163546185941
"MV_rs00082",0.0430052148499274,0.0362244549253955,0.0906250466797122,0.044749528033426,-0.034764385449478,0.040218424431514,0.0139799459342282,0.0126323126144707
"MV_rs00083",-0.0422366503358467,0.0380844777671155,-0.0426840823287101,0.0430283804261126,0.024698868352321,0.036954506195616,-0.0160086623864843,0.0183591694142669
"MV_rs00084",-0.0116704780927752,0.0314015216915868,-0.155761012495275,0.0382623474486172,0.0408232566960417,0.0440871488128323,0.0243722429312753,0.0199493023827672
"MV_rs00085",0.0432727425705233,0.0439281361293979,-0.0854750317063446,0.0389179932419211,0.0771250203269769,0.0350978028390091,-0.00199250595843393,0.0171412330120802
"MV_rs00086",-0.0305358521015154,0.0387275205971673,-0.0170964902963689,0.0346719350398052,0.0476912920269479,0.030005738614127,-0.117463917538824,0.0165184431187809
"MV_rs00087",-0.163141720837022,0.0425852915283758,0.0835606018534319,0.0392148333275691,0.128531582170834,0.033260748811299,-0.0232529518047855,0.0127328591607511
"MV_rs00088",-0.0293245544430781,0.0361292373086326,0.0126719046798802,0.0342132532875985,0.0125688631166769,0.0305409892683383,0.0130321737656518,0.0135953414645046
"MV_rs00089",-0.0611338177263421,0.0438206371071283,0.0704009816417834,0.0448567607591394,-0.0662935695966594,0.0352235096006189,-0.0194014764677801,0.0171233434956521
"MV_rs00090",-0.142171310071636,0.044689211868681,0.0647424409547861,0.0409016224520747,-0.0679133442042333,0.0314693044661544,-0.0236263443069212,0.0198680487424135
"MV_rs00091",0.101094805380396,0.0313618702464737,0.0942042672233102,0.039921060889028,0.126470557573034,0.0409550801769365,-0.00847463312695698,0.0185125597193837
"MV_rs00092",0.0785567809531692,0.0308940333081409,0.128190108420778,0.0397293246653862,0.0664331448258935,0.041037030655425,0.00682390762815283,0.0189155107233673
"MV_rs00093",-0.0125483807957238,0.0407835342397448,-0.025966980196354,0.0396225557697471,-0.0402385511160766,0.0397464245581068,-0.00059344376713486,0.0132787524797022
"MV_rs00094",0.0342975035517581,0.0359449984005187,-0.0108097195924744,0.0408462057611905,-0.0516205587287912,0.0432849286717828,-0.0338807793062771,0.0159838901367039
"MV_rs00095",0.164557471779747,0.0353811422875151,0.109947559366382,0.0405379062658176,-0.0366577425801777,0.0317096242995467,-0.00171599682986957,0.0175868309605867
"MV_rs00096",0.0437871428113266,0.0315447162673809,0.0792421463767506,0.0356254599883687,0.0276152568940827,0.0340491536341142,-0.00336493939121545,0.0183639894183725
"MV_rs00097",0.139277500673081,0.0372197312721983,-0.0779908151910219,0.0440879090374801,-0.00917244348278507,0.0432676878373604,0.0319692651961063,0.0128662306610495
"MV_rs00098",-0.0404433948513696,0.0328877657395788,0.0384477966746207,0.0341974247025792,-0.0746599292664731,0.0445726579462644,-0.0346015384869379,0.016489097001031
"MV_rs00099",0.0519466597649983,0.0341164088831283,0.0687148928769828,0.0424776997393928,0.12429498341787,0.0435250897903461,0.0470320117549324,0.0176147947516292
"MV_rs00100",0.0424249159891725,0.0439776669326238,0.0450255197564432,0.0308661732065957,0.0340721593853176,0.0404435050010215,-0.0226470886489634,0.014688639935106
"MV_rs00101",0.0896447385615945,0.0387773561838549,0.0287843302062985,0.0394872410595417,0.0504398424673822,0.0439645845699124,0.0201184561524828,0.0133023476488888
"MV_rs00102",0.00639116874905374,0.0311205610691104,0.124423446792974,0.0411422085226513,-0.0540959661257765,0.0412220399093349,-0.0486582525277526,0.0148224420063198
"MV_rs00103",-0.0461322897416773,0.0380594857747201,-0.0497819201650503,0.0340592301066499,0.00886155431098186,0.031658287133323,-0.00982801042979167,0.0148284244611859
"MV_rs00104",0.0395805126743254,0.0435492371872533,0.00237363875671313,0.0446528060850687,0.0689150950974466,0.0380755645560566,0.0764073271053806,0.0155039562601596
"MV_rs00105",0.166491440504043,0.0302551501581911,0.0943328578653091,0.0395921037567314,0.0719558736402068,0.0350960900040809,0.0305030539084614,0.0131901375614107
"MV_rs00106",0.0456038647907297,0.0352630723407492,0.0303890280048231,0.0305451400042511,0.0739099281055964,0.0408766386075877,-0.0245425432965326,0.0133755837269127
"MV_rs00107",0.140284593741284,0.0420452383754309,0.134578455227403,0.0383439891971648,-0.0315595036278504,0.0351158507389482,0.0324851917172468,0.0180584590323269
"MV_rs00108",-0.0710969627042115,0.041194844286656,0.161394142240597,0.0410748515836895,0.0440555958399245,0.0412605209264439,-0.0353826817478423,0.0159134367201477
"MV_rs00109",0.0736467401066534,0.038420142007526,0.116694540014377,0.0304973593633622,0.0396401826639175,0.0348890313471202,0.00294271978854141,0.0155405842941254
"MV_rs00110",-0.0589563698723681,0.0320044607575983,-0.047026902413499,0.0312633693963289,-0.00950375292147133,0.0343198859633412,-0.0448247595564369,0.0199272896498442
"MV_rs00111",0.0193680783931637,0.0324833953287452,-0.0196685715091841,0.0309248191968072,0.0263082191698694,0.0342920891765971,0.00455334588081872,0.017527595648542
"MV_rs00112",-0.0535153120118117,0.0421984022506513,-0.0259947563726227,0.0352899221365806,0.0595933766554417,0.0330821562535129,0.0258530766771482,0.0124304083250463
"MV_rs00113",-0.121666553671091,0.0320303286833223,-0.0735604149804048,0.0305456406064332,-0.0152586944759252,0.0343160429445561,0.0141274747064868,0.0178519493862987
"MV_rs00114",0.0535347811782336,0.0429641042277217,0.0147680490239178,0.0366940369515214,-0.00578994667744032,0.0339802848163527,-0.00810250784833111,0.0164876215979457
"MV_rs00115",0.142098674885056,0.0336753015511204,-0.0330721953196656,0.0438209192175418,0.105561918356954,0.0324882630072534,0.0574125625861759,0.0159855068288744
"MV_rs00116",0.00364134953187,0.0311333461012691,0.0742981590946184,0.0390412119578104,-0.0141088868481625,0.0324654006399214,-0.0737374489485737,0.0187284757401794
"MV_rs00117",-0.0382268609067863,0.0308495761582162,0.0627976438236379,0.0409773553046398,0.0401868391746285,0.0343016627873294,-0.0221783332438526,0.0157091556061059
"MV_rs00118",-0.0957765725439712,0.0426796370360535,0.0536683760459563,0.0352594095782842,0.0861117590168631,0.0376766826957464,-0.0348468431554939,0.0135912853907794
"MV_rs00119",-0.0498307111496846,0.0383218102518003,-0.0497375612088293,0.0301406284107361,-0.0396623459193081,0.0355489629681688,0.00598890584375985,0.0172432542145252
"MV_rs00120",0.0179296961274709,0.0359960313769989,-0.0630380397714464,0.0412664201448206,-0.120162858480616,0.0441231699020136,0.00500989687368369,0.0198983914069831
"MV_rs00121",0.0692825654264135,0.0440024376602378,-0.0242932454959483,0.040196420440916,-0.0875308459356459,0.0386516260157805,0.0181590181418703,0.0177762910518795
"MV_rs00122",0.0162386438328407,0.0438516431150492,-0.0484073167430022,0.0350292235636152,0.00896991367948598,0.0380569619103335,0.03097505751843,0.012196261934936
"MV_rs00123",0.157814803981919,0.0386471122386865,0.0185904417708068,0.0378817196725868,0.0315401853617587,0.0409143605420832,0.00518122258182218,0.015946135642007
"MV_rs00124",-0.0373452807449949,0.0343381298391614,0.05083554419792,0.0386738595098723,0.0418812754849451,0.0347534488386009,-0.0274004720909547,0.013217074489221
"MV_rs00125",-0.00436271259135969,0.0405143539770506,0.0136244638444279,0.0359831229702104,0.0804477564531165,0.0424640512454789,-0.0223600969025292,0.0172982707004994
"MV_rs00126",0.0328862917484727,0.038863139252644,0.0143695923251863,0.0425500934687443,0.157222275309143,0.0399175724631641,0.0431009096177514,0.0122186839655042
"MV_rs00127",-0.0368365881439414,0.0310351471498143,-0.0376867194892073,0.0334242053353228,0.0894977771247771,0.0331742757686879,0.0351586184425631,0.0183068434093148
"MV_rs00128",-0.0290582125994979,0.0337896341399755,-0.0626205773178639,0.0425254626316018,-0.0884803126549133,0.0352210530953016,0.00802387176310959,0.0121895145643502
"MV_rs00129",-0.0989758463413305,0.0309281647775788,-0.0712463601192086,0.031533240401186,0.128343817610749,0.0377545400673989,-0.0226528123214851,0.0180137114003301
"MV_rs00130",0.161950190635337,0.040068397015566,0.165924423306565,0.0386681784689426,0.083688608910576,0.0435912652581464,0.0289995734131902,0.0137572542876005
